Journey_Day,Journey_Month,Journey_DayOfWeek,Is_Weekend,Dep_Hour,Dep_Minute,Duration_Minutes,Duration_Hours,Is_Outlier,Route_Stops_Count,Route_Stops_Match,Is_Peak_Time,Is_Holiday_Season,Is_Long_Haul,Duration_Per_Stop,Is_Budget_Airline,Is_Premium_Airline,Duration_Stops_Interaction,Weekend_Peak_Interaction,Total_Stops_Encoded,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Dep_Time_Category_Early Morning (00:00-06:00),Dep_Time_Category_Evening/Night (18:00-24:00),Dep_Time_Category_Morning (06:00-12:00),Duration_Category_Medium (5-10h),Duration_Category_Short (2-5h),Duration_Category_Very Long (>15h),Duration_Category_Very Short (<2h),Additional_Info_Simplified_Layover,Additional_Info_Simplified_No Meal,Additional_Info_Simplified_Standard,Dep_Hour_Category_Early Morning,Dep_Hour_Category_Evening,Dep_Hour_Category_Late Night,Dep_Hour_Category_Morning,Dep_Hour_Category_Night,Price,Price_Log
1.2444419655294192,-1.4620801143214501,1.5272460010427324,1,1.6625778588195192,-0.23412340123027536,-0.9183232326807985,-0.9183232326807985,0,-1.2145925258116117,0,0,0,0,-0.8480178169799409,1,0,-0.8782361267339451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3897,8.268218880067506
-1.4719582340195672,0.25650672417425396,-0.466272110362017,0,-1.3058414647944985,1.3603644084721058,-0.3690648582803189,-0.36906485828031876,0,1.813062228784786,0,0,1,0,-0.6619094026892527,0,0,-0.02974770178342005,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,7662,8.944158830970403
-0.5271233820025284,1.115800143422106,1.5272460010427324,1,-0.6073898592382591,0.031624567053454865,1.019060851568166,1.0190608515681663,0,1.813062228784786,0,1,1,1,0.5699510538062555,0,0,1.4887916681924125,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,13882,9.538420349034803
-0.17281031249613885,0.25650672417425396,1.5272460010427324,1,0.9641262532632798,-1.031367306081466,-0.6087412398368919,-0.6087412398368917,0,0.2992348514865871,0,1,1,0,-0.6825881153882181,1,0,-0.528644329329437,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,6218,8.735364401103888
-1.4719582340195672,-1.4620801143214501,0.5304869453403578,0,0.6149004504851601,1.3603644084721058,-0.6886333670224162,-0.6886333670224161,0,0.2992348514865871,0,0,0,0,-0.7771193734406311,1,0,-0.5869096288968549,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,13302,9.495744852683906
1.2444419655294192,1.115800143422106,-1.4630311660643918,0,-0.6073898592382591,-1.2971152743651961,-0.9682558121717513,-0.9682558121717512,0,-1.2145925258116117,0,1,1,0,-0.9366408714040783,1,0,-0.8964440328487633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3873,8.262042843966942
-0.17281031249613885,-1.4620801143214501,-0.9646516382132044,0,0.9641262532632798,1.626112376755836,0.5996271838441635,0.5996271838441636,0,0.2992348514865871,0,1,0,1,0.7471971626545301,0,0,0.35261832662776077,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,11087,9.313618721429684
-1.4719582340195672,-1.4620801143214501,0.5304869453403578,0,-0.7820027606273189,-1.2971152743651961,1.2687237490229295,1.268723749022929,0,0.2992348514865871,0,1,0,1,1.5388964488434898,0,0,0.8405902105048868,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,22270,10.01104066270085
-0.17281031249613885,-1.4620801143214501,-0.9646516382132044,0,-0.7820027606273189,1.626112376755836,1.7980090916270282,1.7980090916270282,0,0.2992348514865871,0,1,0,1,2.1651660334407263,0,0,1.2265978201390313,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,11087,9.313618721429684
1.5987550350358088,0.25650672417425396,-1.4630311660643918,0,-0.2581640564601393,0.031624567053454865,-0.3191322787893662,-0.3191322787893661,0,0.2992348514865871,0,0,1,0,-0.3399123049482206,0,0,-0.3174326183975466,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,8625,9.062536177207788
-1.4719582340195672,1.115800143422106,1.0288664731915451,1,-0.6073898592382591,1.0946164401883758,0.32999125459301887,0.329991254593019,0,0.2992348514865871,0,1,1,1,0.42815416672763584,0,0,0.15597294058772493,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8907,9.094705028377259
0.5358158265166402,-0.6027866950735981,0.03210741748917038,0,1.3133520560413996,-0.23412340123027536,-0.9482827803753702,-0.9482827803753701,0,-1.2145925258116117,0,0,0,0,-0.9011916496344233,1,0,-0.8891608704028361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4174,8.336869637284956
1.2444419655294192,1.115800143422106,-1.4630311660643918,0,-0.2581640564601393,0.8288684719046455,-0.9882288439681324,-0.9882288439681323,0,-1.2145925258116117,0,0,1,0,-0.9720900931737331,0,0,-0.9037271952946906,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,4667,8.448485993406447
-0.5271233820025284,0.25650672417425396,0.03210741748917038,0,1.4879649574304594,-0.7656193377977358,0.20016654791654187,0.2001665479165419,0,0.2992348514865871,0,0,1,1,0.27454087239246466,0,0,0.061291828790670626,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9663,9.176162920174596
1.2444419655294192,-0.6027866950735981,-0.466272110362017,0,0.78951335187422,-0.49987136951400557,-0.9482827803753702,-0.9482827803753701,0,-1.2145925258116117,0,1,0,0,-0.9011916496344233,1,0,-0.8891608704028361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4804,8.477412321404392
-1.2357495210153073,-1.4620801143214501,1.5272460010427324,1,0.6149004504851601,0.8288684719046455,1.9278337983035052,1.9278337983035048,0,1.813062228784786,0,0,0,1,1.3764208490659047,0,0,2.482943342061483,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,14011,9.547669384317377
0.18150275701025068,-0.6027866950735981,-1.4630311660643918,0,-0.7820027606273189,1.0946164401883758,-0.7185929147169877,-0.7185929147169876,0,0.2992348514865871,0,1,0,0,-0.812568595210286,1,0,-0.6087591162346367,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,5830,8.670943791222156
-0.17281031249613885,1.115800143422106,-0.466272110362017,0,0.26567464770704036,-1.2971152743651961,1.4484810351903594,1.4484810351903588,0,0.2992348514865871,0,0,1,1,1.7515917794614193,0,0,0.9716871345315774,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10262,9.236300473645715
-0.17281031249613885,1.115800143422106,-0.466272110362017,0,1.3133520560413996,-0.49987136951400557,1.498413614681312,1.498413614681312,0,1.813062228784786,0,0,1,1,0.9953417150421144,0,0,2.013179364299175,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,13381,9.501665799342762
1.5987550350358088,0.25650672417425396,-1.4630311660643918,0,0.6149004504851601,-1.2971152743651961,1.2088046536337864,1.2088046536337858,0,0.2992348514865871,0,0,1,1,1.4679980053041801,0,0,0.7968912358293233,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,12898,9.464905067965136
-0.8814364515089179,-1.4620801143214501,-0.466272110362017,0,0.26567464770704036,-0.7656193377977358,-0.6387007875314634,-0.6387007875314633,0,0.2992348514865871,0,0,0,0,-0.718037337157873,1,0,-0.5504938166672187,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19495,9.877964595305043
0.8901288960230297,-1.4620801143214501,0.03210741748917038,0,1.6625778588195192,-1.2971152743651961,0.5796541520477824,0.5796541520477825,0,0.2992348514865871,0,0,0,1,0.7235643481414269,0,0,0.33805200173590627,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,6955,8.847359875474174
-1.2357495210153073,-0.6027866950735981,-0.466272110362017,0,-1.4804543661835583,-1.2971152743651961,-0.9183232326807985,-0.9183232326807985,0,-1.2145925258116117,0,0,0,0,-0.8480178169799409,1,0,-0.8782361267339451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3943,8.279950715722526
